Name,Global sales
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.09778010208689025
Army Men: Green Rogue,0.059929492456907596
Chessmaster,0.09377837461206084
Brain Assist,0.11087930029360393
Freddi Fish: ABC under the sea,0.09017373010694918
Adventures to Go!,0.09855804575729543
Monster Rancher DS,0.14344616092658136
Peter Jackson's King Kong: The Official Game of the Movie,0.12746292121603275
Superman: The Man of Steel,0.10523923551434144
Kororinpa: Marble Mania,0.0863838682232938
Ken to Mahou to Gakuen Mono. 3,0.09176433968278985
The Flintstones: Bedrock Bowling,0.08354860717512302
NHL 2003,0.05293973650187844
Chicken Run,0.021929558636522017
Injustice: Gods Among Us,0.07229964931190125
Fatal Inertia,0.05586862624562805
Over the Hedge: Hammy Goes Nuts!,0.0857430211759258
Phantom Brave: We Meet Again,0.12731254720742236
NHL 2K9,0.10348779532126429
Shining Force III,0.057651389599007175
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,0.10319909418101325
Tales of the Heroes: Twin Brave,0.10217588339633643
WWE Survivor Series,0.14708486301947055
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,0.06666682080481401
Kung-Fu: High Impact,0.17372614741888448
Euro Truck Simulator 2,0.09513486317074182
Bakugan: Battle Trainer,0.0901580735605112
Super Robot Wars BX,0.09902037675800557
Tomb Raider: Legend,0.04564233384137317
Nagano Winter Olympics '98,0.07050375763638073
I Spy: Universe,0.08785766047771659
Ninjatown,0.0778075664843545
Warcraft III: Reign of Chaos,-0.011653320489518393
Winning Post 5,0.07094300154880706
Frogger Beyond,0.10254784185442034
Lord of the Rings: Tactics,0.09711163303967929
RPG Maker II,0.09048447825289685
The Oregon Trail,0.11511940517483588
Alone in the Dark: Inferno,0.0666366908034206
TRON: Evolution,0.08039283865830349
Gravity Rush Remastered,0.06469502255426818
Destruction Derby Arenas,0.09879006214024422
Dengeki Bunko Fighting Climax,0.15586569802159111
MLB Power Pros 2008,0.11106273451010296
Littlest Pet Shop: Spring,0.09085204082751197
The Unholy War,0.07604536373545123
Cabela's Dangerous Hunts 2009,0.17875382625607017
Rumble Roses XX,0.039646400056751574
Total War: WARHAMMER,0.05452722199663107
Wantame Music Channel: Doko Demo Style,0.07540800719315044
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.08626057943148879
Shaman King: Power of Spirit,0.12437264565491368
Anno 1701: Dawn of Discovery,0.09532984535938915
Soccer Tsuku DS: World Challenge 2010,0.10237401697975024
The BIGS 2,0.10623967710320059
LEGO Legends of Chima: Laval's Journey,0.13394987135984948
DreamWorks Super Star Kartz,0.07908042866642617
Contra III: The Alien Wars,0.030988121571695615
The Amazing Race,0.08463385751987218
Dead to Rights: Reckoning,0.11247818476056892
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,0.09993603502787352
NBA 08,0.07494085236592163
Hasbro Family Fun Pack,0.10521217340778755
Amagami,0.07586546214497858
No Fear Downhill Mountain Biking,0.07286785980248567
NCIS,0.09876776474519566
The IdolM@ster: One for All,0.10114755027083788
Fire ProWrestling,0.06771575798529028
Eternal Poison (JP sales),0.08475038720692396
Mission: Impossible - Operation Surma,0.07324039789262926
Legendary,0.12439849837751105
Chuck E. Cheese's Game Room,0.08351701162310476
MX 2002 Featuring Ricky Carmichael,0.07228622127764162
Romance of the Three Kingdoms IV: Wall of Fire,0.05835346079295256
Illusion of Gaia,0.033624392619955756
Batman: Arkham Knight,-0.0110496242761009
Disney's Kim Possible: Kimmunicator,0.10214500326771159
Mega Man Anniversary Collection,0.1023280293184925
Sally's Salon,0.0876404472190142
Disruptor,0.05818341126332882
Pro Evolution Soccer 2017,0.13311615162414547
Zoobles! Spring to Life!,0.1035911133844376
Diablo II,-0.0434380320914034
Shrek Smash n' Crash Racing,0.10922267915769446
F1 2011,0.09190605159301057
Drakengard 2,0.059418947873014716
Ben 10 Galactic Racing,0.09210545866397624
Grand Knights History,0.09697845784574533
Scene It? Bright Lights! Big Screen!,0.08612253976167139
Harvest Moon DS (jp sales),0.08133495122366519
Castlevania: Legacy of Darkness,0.06476433053616049
Sin and Punishment,0.06204965481853009
NBA Jam 2000,0.08568408650087456
Sonic Riders,0.12324883211655546
Shrek Super Party,0.16591003406551152
Venetica,0.1966293874449132
Rally Fusion: Race of Champions,0.04708754909025714
The House of the Dead,0.051741314219039936
Transformers: Prime,0.1003776374736578
Persona 4: Arena,0.09576761867664274
Street Fighter IV,0.03660018770941065
Cabela's Alaskan Adventure,0.13552508833944188
RealSports Volleyball,0.02303815901801798
Heroes of the Pacific,0.09163572721948654
RollerCoaster Tycoon,0.1318998099349855
NightCaster,0.056106035967617984
FIFA World Cup Germany 2006,0.08121253888931079
Space Camp,0.08729377194771182
Hitman 2: Silent Assassin,0.02358577384967475
Lovely Lisa and Friends,0.11321072866308057
Digimon Racing,0.10155375852539983
All Star Cheer Squad 2,0.09314670625975019
Ape Escape 3,0.027973151170071375
"Crouching Tiger, Hidden Dragon",0.04092766889940336
Final Fantasy XIV: Heavensward,0.10385844222447105
Last Bronx,0.0347214148229984
Secret Agent Clank,0.03603747044146566
Barbie and the Three Musketeers,0.07222799871218832
Science Papa,0.078068867156043
Momotaro Douchuuki,0.03915980212271819
Iridion II,0.07336877384683582
Whiplash,0.07903463164907798
007: Quantum of Solace,0.11484936011630076
Family Fortunes,0.10181797197094511
Borderlands: Double Game Add-On Pack,0.10376694439456635
Farming Simulator 2011,0.1296716884084912
Watch Dogs,0.1488219113244451
BlazBlue: Continuum Shift II,0.10732813343720338
Summon Night: Twin Age,0.07824072057362308
Spider-Man: Battle for New York,0.09065824384544285
Pop'n Music Portable,0.0858369367287537
Nintendo Puzzle Collection,0.07600170851544163
Destroy All Humans! Path of the Furon,0.08799659906787305
Army Men: Soldiers of Misfortune,0.11319302874397685
Game Party: Champions,0.17556887962172318
Otogi: Myth of Demons,0.032954150650645886
Margot's Word Brain,0.08425135821936358
Peppa Pig: Fun and Games,0.094870064948676
Dreamworks 2-in-1 Party Pack,0.08056018762500905
Alter Echo,0.0749841756561338
Walt Disney Pictures Presents: The Wild,0.0891009851266027
Green Lantern: Rise of the Manhunters,0.14412338045710982
Puzzle de Harvest Moon,0.15735465792699266
Metal Max 3,0.09357684641811481
Rock Band Track Pack Volume 1,0.08005736673660024
Puyo Puyo!! 20th Anniversary,0.09538096765888682
My Baby: First Steps,0.09226953967817764
Namco Soccer Prime Goal,0.03824393465773568
NBA 08,0.10988517178732593
Monster Hunter Frontier Online,0.09219300539983699
Shin Megami Tensei: Digital Devil Saga,0.03788457179392957
Deception IV: Blood Ties,0.12468687595562855
Rango: The Video Game,0.12268627196681336
Assassination Classroom: Grand Siege on Kuro-sensei,0.09696453244480452
Megamind: The Blue Defender,0.07246955896694551
Puppies 3D,0.09106446870083573
Cars 2,0.09484822129578063
The Stronghold Collection,0.10377331240831467
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,0.06874821665942932
Mystic Ark,0.0397724526418326
One Piece: Unlimited World Red,0.1611576000598678
The Price is Right 2010 Edition,0.0820580223838796
Cabela's Dangerous Hunts 2009,0.12174561273040041
Ty the Tasmanian Tiger 2: Bush Rescue,0.10164139959038465
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.1061801888708711
Tom Clancy's Splinter Cell: Double Agent,0.1030461378149159
LEGO Racers 2,0.0901485519171139
Eat Lead: The Return of Matt Hazard,0.11477681166575238
Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.07114560965602301
Backyard Baseball,0.134997718995999
Star Wars: Lethal Alliance,0.08805415776823367
Naruto Shippuden: Kizuna Drive,0.08608537175839004
Under Night In-Birth,0.0932397833716081
Sega GT,-0.001201175753328343
Steel Battalion: Heavy Armor,0.07059777325163097
Green Lantern: Rise of the Manhunters,0.13813798618274298
Legends of Wrestling,0.10967923307922689
Fit in Six,0.11771324195094834
Gunstar Heroes,0.03322509066259549
All-Star Baseball 2004,0.08851148522890462
Tamagotchi no Pichi Pichi Omisecchi,0.081275529269071
Shining Wind,0.08500551849832938
Rock Band Track Pack Volume 2,0.07701286917361116
Dokapon Kingdom,0.12416747140022188
Onechanbara: Bikini Samurai Squad,0.1054111236097448
Portal Runner,0.06246415351793111
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,0.08067064005691549
Warriors Orochi 2,0.162705998798657
Hyperdevotion Noire: Goddess Black Heart,0.12932414909527346
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.05854851383103643
Assault: Retribution,0.05350651240946469
Sengoku Basara 3 Utage,0.08190940233192201
Spartan: Total Warrior,0.08383268155745682
City Crisis,0.04387459948578787
Zapper: One Wicked Cricket!,0.0879485809324958
Smart Boy's Gameroom,0.07110992151850759
Victorious: Time to Shine,0.09769049110056649
Star Wars: Clone Wars,0.09859966150643729
High Rollers Casino,0.07626815305389911
Advent Rising,0.055710943847552485
Surf Riders,0.09136911203987452
Torino 2006,0.09252761356226635
Nobunaga no Yabou: Ranseiki,0.07556846668374817
Derby Stallion Advance,0.06033121318833068
The X-Factor,0.08048481231790738
Monopoly Party,0.08465674989950678
Snood,0.08518560992538582
TOCA Race Driver 2: Ultimate Racing Simulator,0.08466736270976227
Monster Jam: Urban Assault,0.07067570738315787
DT Racer,0.08030796880264823
Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.1124459424574038
World Cup Golf: Professional Edition,0.06613897052585038
NBA 2K13,0.09486539382830195
Black Dawn,0.06539661607054015
428: Fuusa Sareta Shibuya de,0.07376345015118524
7 Wonders of the Ancient World,0.1272297858297371
Kelly Slater's Pro Surfer,0.09323337121046649
Top Shot Arcade,0.108526682989039
Warriors of Might and Magic,0.06520522607272916
Twister Mania,0.07321632502803155
Drome Racers,0.0859643366940066
Gungnir: Mayari no Gunshin to Eiyuu Sensou,0.0886532782980094
X-Men: Next Dimension,0.1050215953506406
Dynasty Warriors 5 Empires,0.09088074036605498
Fuse (Insomniac),0.11962421578796878
WipeOut 3 The Game,0.08658110637751015
7th Dragon 2020-II,0.10409856717944876
Doukyuusei 2,0.04736293713447104
Aikatsu! 365 Idol Days,0.09541893727286066
SkullMonkeys,0.061201872948531744
Burnout,0.04182007475277061
Baroque,0.15229033893550614
SBK 2011: FIM Superbike World Championship,0.08887422014078794
Jurassic: The Hunted,0.1614654596969025
Dynasty Warriors: Gundam Reborn,0.0896071170127275
Little Battlers eXperience: Wars,0.11326303197420806
DreamWorks Super Star Kartz,0.07975398822079072
Hour of Victory,0.08523771917692535
Indianapolis 500 Legends,0.14271081788209017
NBA Ballers: Phenom,0.08591940814891252
Shimano Xtreme Fishing,0.10686105862576945
Crash Tag Team Racing,0.09554168212297576
Freedom Fighters,0.07884722387195353
Yu-Gi-Oh! GX: Tag Force,0.09139069016933554
NBA 2K17,0.14037781308446995
Mega Man X Collection,0.10409665984197503
Left Brain Right Brain 2,0.14151101526992704
Detana TwinBee Yahho! Deluxe Pack,0.04180908325785637
Last Ranker,0.09232639721651736
Quantum Redshift,0.07996041393184505
The History Channel: Great Battles - Medieval,0.11932407983913684
Smash Court Tennis Pro Tournament 2,0.0603113182683046
Brothers in Arms: Double Time,0.15229506380686786
Legends of Wrestling II,0.08668191925192836
Power Pro Kun Pocket 13,0.10095049697401315
Armed and Dangerous,0.03129114109216147
Football Manager 2012,0.08618499563639226
Project CARS,0.07164109499200322
Teenage Mutant Ninja Turtles: Arcade Attack,0.15155248786775033
World Soccer Winning Eleven 2002,0.06289731861837566
Actua Tennis,0.06859258998905027
Monster Truck Madness,0.07878358224111714
Resident Evil,0.0542595824813592
Sonic Jam,0.03308309732293857
Puella Magi Madoka Magica Portable,0.09154135404439678
Peter Jacobsen's Golden Tee Golf,0.08108447896526805
Space Bust-A-Move,0.0915866875206035
Avatar: The Last Airbender - Into the Inferno,0.08888598271888704
Deadpool,0.1289683819428653
Disney's Atlantis: The Lost Empire,0.05557769716554972
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,0.04852085543617157
Just Cause 2,0.011076272196767434
Crush3D,0.10196157003258399
LEGO Marvel's Avengers,0.09588677510005894
High Velocity: Mountain Racing Challenge,0.026498059493350823
NeverDead,0.11770931842755061
Capcom vs. SNK 2: Millionaire Fighting 2001,0.03977013701352128
Criticom,0.05108855732080464
Mega Man X: Command Mission,0.07682073177847215
Charm Girls Club: My Fashion Mall,0.08004793077176942
SCORE International Baja 1000: The Official Game,0.09684453712791097
Deepak Chopra's Leela,0.07467535135531378
Need for Speed: ProStreet,0.10110111564033808
DiRT Rally,0.13851569033616862
NHL 2K7,0.051418897632350635
Go Play: Circus Star,0.07521737571332032
Worms 3D,0.07085274939299957
Gladiator Begins,0.13771539185292525
Clock Tower: The First Fear,0.024118905866762574
Sleeping Dogs,0.04334869859494361
Kidou Senshi Gundam Seed Battle Destiny,0.07640303148804328
Diner Dash: Sizzle & Serve,0.07832961527828708
Impossible Mission,0.07571567145809688
"Kilari: Na-san, Mon Meilleur Ami",0.07398420981156839
Strikers 1945,0.0810678001370988
Ochaken no Heya DS,0.07451210517671925
Fire ProWrestling S: 6Men Scramble,0.02275477565158468
Galidor: Defenders of the Outer Dimension,0.09942632416862196
Pryzm Chapter One: The Dark Unicorn,0.05910966447181565
Gundam Battle Royale,0.054989431247866705
F1 2016 (Codemasters),0.11642162590642968
Eat Lead: The Return of Matt Hazard,0.09665553497014656
Karaoke Revolution,0.14079873787725283
Zen-Nippon Pro Wrestling: Ouja no Kon,0.03553297059527338
NASCAR 2005: Chase for the Cup,0.0845683738623606
Are You Smarter than a 5th Grader? Game Time,0.11549362164708654
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0.06686666964331245
Guilty Gear X,0.03852693717192146
Obscure: The Aftermath,0.1333272211398544
One Piece: Pirate Warriors 2,0.08039906449168477
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,0.09018850918317867
NHL 2002,0.07015891203824864
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,0.08478410469038344
Etrian Odyssey V,0.10338803263548435
Disney's PK: Out of the Shadows,0.06125481540325417
Wild Earth: African Safari,0.13699739373770115
Echo Night,0.038467917389084505
Wild ARMs 5 (jp sales),0.06891450672732446
Record of Agarest War Zero,0.12744912424384758
Colony Wars III: Red Sun,0.07874024654642753
Magic: The Gathering - Battlemage,0.07055669849607504
Rocksmith,0.04693625105942445
Backyard Baseball '09,0.07553810571850228
James Bond 007: Legends,0.10459858708483871
Conception II: Children of the Seven Stars,0.17544534471661777
The King of Fighters '94,0.018869468285471314
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,0.06530255795810369
All Kamen Rider: Rider Generation,0.07248591122752224
The King of Fighters '98 Ultimate Match,0.06210058451511635
Reader Rabbit Kindergarten,0.08210945495046928
Puzzle Quest: Challenge of the Warlords,0.07418079954147139
Chessmaster: The Art of Learning,0.1303437949471533
Guardian's Crusade,0.06546380508967964
MotoGP 3 - Official Game of MotoGP,0.07168559568945909
Lego Star Wars: The Force Awakens,0.12723210911285499
Makai Kingdom: Chronicles of the Sacred Tome,0.04202505678859758
Lemony Snicket's A Series of Unfortunate Events,0.06768286934936718
Gundam Breaker 3,0.09031387403531532
Neopets Petpet Adventures: The Wand of Wishing,0.07605511436089785
The Ant Bully,0.11979470556276794
M&M's Kart Racing,0.08814985631949668
Bomberman Party Edition,0.04116635312817962
Ice Age: Dawn of the Dinosaurs,0.08072536935310559
SingStar Vol. 3,0.07526391498856633
Star Trek: Conquest,0.11367136786161147
My Fitness Coach: Club,0.10028842821068729
Major League Baseball 2K8 Fantasy All-Stars,0.13196219301481804
Eyeshield 21: Max Devil Power,0.06993514560689462
Summon Night 3,0.09193990871869318
O.D.T.: Escape... Or Die Trying,0.05279953287335637
Madden NFL 06,0.08103869441005429
Rango: The Video Game,0.1350109755274751
Break 'Em All,0.059357955654649075
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,0.07865145289087216
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,0.07555619396264746
San Goku Shi V,0.044280176003354654
Red Faction II,0.049244226079103726
Go! Sudoku,0.07364471951473739
Daikaijyuu Monogatari II,0.032654568301415665
Rock Band Track Pack Volume 2,0.08005870867153142
Voodoo Vince,0.05922694938027817
Disney Sing It: Party Hits,0.06913190200872066
Gundam Memories: Tatakai no Kioku,0.07267891334007714
Everybody Dance,0.13759563873464842
Kaijuu Busters,0.06644501860887608
Blackwater,0.16305672930983306
Tom Clancy's Ghost Recon,0.1637452753609061
Ferrari Challenge Trofeo Pirelli,0.08452299494265958
Moshi Monsters: Katsuma Unleashed,0.08023737536565356
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,0.024374373413886374
Chase: Hollywood Stunt Driver,0.09732083441471318
Mobile Suit Gundam Side Story: Missing Link,0.08388232648136729
Thor: God of Thunder,0.11814285341968933
The X Files: Resist or Serve,0.07061778343614833
Touch My Katamari,0.0752436448970446
PixelJunk Monsters Deluxe,0.07826472946675267
Saru! Get You! Million Monkeys,0.063780407168327
Legend of the Guardians: The Owls of Ga'Hoole,0.17624056688343082
Ben 10 Galactic Racing,0.07916107541503159
Curious George,0.11311243089529022
Killer is Dead,0.09946420216918561
Don Bradman Cricket 14,0.15068633609950233
Megamind: Ultimate Showdown,0.14737252143235402
Zathura,0.04910616481103425
Medarot DS: Kabuto / Kuwagata Ver.,0.0851285112966309
Atelier Sophie: The Alchemist of the Mysterious Book,0.13034799715398293
Mytran Wars,0.1372555828351043
Making History: The Great War,0.09228554302925751
NCIS,0.13175469749784519
Undead Knights,0.0981773215462578
Ninja Reflex,0.09395498483825193
Cel Damage,0.08105230514268058
Lovely Lisa,0.07131343532175016
Dance Paradise,0.12823621152462117
SSX 3,0.09611426724613992
Sword Art Online: Hollow Fragment,0.10773998098693482
Supremacy MMA,0.14023389647048035
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,0.06707910428046127
The God of War Trilogy,0.06874789870273901
Lunar: Dragon Song,0.06511192771337804
Breakdown,0.0234494402297436
Rush,0.11884620743180818
Ecco the Dolphin,0.008314604979304363
Solitaire & Mahjong,0.08641460070148455
Venetica,0.15145023695281878
Looney Tunes: Sheep Raider,0.0732540984794241
Horse Life,0.10303131668741194
Geometry Wars: Galaxies,0.029712733275086833
Robinson: The Journey,0.10270233903166393
Conduit 2,0.10201532984775774
Harvest Moon 2 GBC,0.050646825773210224
Zenses: Rainforest,0.1229337943971931
Backyard Baseball '10,0.07903915726912913
Rise of the Tomb Raider,0.04984050938161744
The Lord of the Rings: Aragorn's Quest,0.04694788847008269
X2: Wolverine's Revenge,0.06558046991823652
Cabela's Dangerous Hunts 2011,0.09576406971517315
Hatsune Miku: Project Diva X,0.13616792490571328
Deadliest Catch: Sea of Chaos,0.08570111745995845
McDROID,0.0955929692196662
Destiny: The Collection,0.11554808793974836
Lego Star Wars: The Force Awakens,0.11868916919671868
Gallop Racer 2000,0.045363399132428484
Showdown: Legends of Wrestling,0.07266811393940742
Godzilla Unleashed: Double Smash,0.12159630458002013
My Farm Around the World,0.07484983767984588
Macross Triangle Frontier,0.07305599705548715
SpongeBob's Surf & Skate Roadtrip,0.08726651750765946
Farming Simulator 17,0.15617159066516706
Dishonored 2,0.05203355557988587
NASCAR Unleashed,0.07799266543043615
The Smurfs 2,0.11473269024275723
Street Hoops,0.1121653570032688
Backyard Sports Football: Rookie Rush,0.09807160312061569
Transformers: War for Cybertron -- Decepticons,0.09304004204506633
Rocket: Robot on Wheels,0.06560632997839377
Densha De Go! 64,-0.021501065966461397
NFL QB Club 2001,0.07710322595781705
Earthworm Jim 3D,0.06255371129163478
NPPL: Championship Paintball 2009,0.16194316134076026
Shin Megami Tensei: Devil Survivor 2,0.09608324627420295
Atelier Annie: Alchemists of Sera Island,0.0958102238424523
WRC: FIA World Rally Championship,0.07553813226699546
PBR: Out of the Chute,0.0927786286046306
WWE SmackDown vs Raw 2008,0.10681490489811019
Godzilla: Destroy All Monsters Melee,0.08249799691703075
College Hoops 2K6,0.08450546251507518
Sega Soccer Slam,0.08591575160301979
Dragon Quest Builders: Revive Alefgard,0.10534285515634068
Dora the Explorer: Dora Saves the Mermaids,0.06891257253560745
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,0.08957276274843018
DiRT 2,0.09134507348707643
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,0.07720673109285414
Dodge Racing: Charger vs Challenger,0.07382474132575467
Fate/Extra CCC,0.07925452018064227
Greg Hastings Paintball 2,0.08116878640304748
Fat Princess: Fistful of Cake,0.0858712899629328
MTV Sports: Pure Ride,0.0976837551750247
Burning Road,0.05680007252424346
Sonic Adventure 2,-0.0077955860840539515
IndyCar Series,0.05627336569255803
Slayers,0.026081561959461652
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0.09379411440830765
Space Chimps,0.08359046844911511
Backyard Sports Football: Rookie Rush,0.0979732958061188
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,0.08418763623280512
Famicom Mini: TwinBee,0.06432639184222033
Tony Hawk's Pro Skater 5,0.14624500358615578
Gladiator: Sword of Vengeance,0.03857928813466316
Rodea the Sky Soldier,0.15207259190652778
The Daring Game for Girls,0.05316892867029033
Yakuza Kiwami,0.09482665423104386
DreamWorks Super Star Kartz,0.08006350181138622
Pinball Hall of Fame: The Williams Collection,0.0797666840566098
Ultimate Card Games,0.057815210590304034
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,0.05780005497213914
NBA 2K17,0.14571192732531735
Academy of Champions: Soccer,0.10885343694294214
Overlord: Raising Hell,0.057480133429733016
Wallace & Gromit: Curse of the Were-Rabbit,0.06902258830735519
Power Gig: Rise of the SixString,0.10601555961493148
Mountain Sports,0.0793068120703797
Puzzle Kingdoms,0.11045201553280926
Skylanders: SuperChargers,0.08812850495412405
Monster Jam: Path of Destruction,0.09613861194138984
The Bible Game,0.06674937920576873
NFL Head Coach,0.08451704974785734
Just Dance: Disney Party,0.08448727026543246
Medarot 4: Kabuto / Kuwagata Version,0.0521066105414576
Deca Sports Extreme,0.1477717072469975
Kidz Sports: Crazy Golf,0.09988683676557919
Major League Baseball 2K6,0.08395871999608673
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,0.08606816455025523
Deepak Chopra's Leela,0.10525253425812053
"Ed, Edd n Eddy: The Mis-Edventures",0.05662463984966415
Onimusha: Blade Warriors,0.044693698238120305
One Piece: Super Grand Battle! X,0.08885858701826699
Disney's Extreme Skate Adventure,0.0518834928292371
Akuji the Heartless,0.046564171074670924
NBA 2K2,0.03139513695845686
Akiba's Trip: Undead & Undressed,0.0652852011678462
Psychonauts,0.027997420841193943
Tales of Berseria,0.10623891652540429
Jeremy McGrath Supercross World,0.09695157289767842
Uta no * Prince-Sama: All Star,0.07955869454985276
HardBall 5,0.054669234108049025
Airborne Troops: Countdown to D-Day,0.1820302528965989
MLB Inside Pitch 2003,0.08998655696201396
Jikkyou Powerful Pro Yakyuu 2014,0.10358428475550419
Skate City Heroes,0.13019985322700656
The Sky Crawlers: Innocent Aces,0.07792237592179241
Battle Arena Toshinden Remix,0.016443722545648853
nail'd,0.06552985628797536
Legends of Wrestling II,0.07928496993450196
Lost Magic,0.056724704333099396
A.C.E.: Another Century's Episode Portable,0.09039572013067243
Jaws: Ultimate Predator,0.07795616214469803
Marvel Avengers: Battle for Earth,0.12981154255213312
Jikkyou Powerful Pro Yakyuu 9,0.051504292289648035
Rock Band: Metal Track Pack,0.08055264430095477
Alice: Madness Returns,0.06576940416072574
Barbie as The Island Princess,0.042940987762412064
Crime Killer,0.05179783627643175
Petz Puppyz & Kittenz,0.09270994866658633
Backyard Wrestling 2: There Goes the Neighborhood,0.11652531953979661
Raiden IV,0.13577976282732074
MX vs. ATV Untamed,0.0996442897178671
Tom Clancy's Splinter Cell: Blacklist,0.13729343845924014
SD Gundam G Generation-F.I.F,0.051059174299652454
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,0.013666434307971542
Rubik's World,0.10490707804643051
Zenses: Ocean,0.12565460434082
Phantasy Star Universe,0.07063827372758169
Peggle: Dual Shot,0.08098593716630198
NPPL: Championship Paintball 2009,0.08370679035538053
Spider-Man: Edge of Time,0.1573261232967731
Cruis'n,0.13810620545761765
Samurai Warriors 4-II,0.11606821719682259
Harukanaru Augusta 2: Masters,0.03038498478279905
Castlevania: Curse of Darkness,0.05389396131357849
SimAnimals Africa,0.13846486247249956
Love Live! School Idol Paradise,0.08922693590206698
Lost Planet 3,0.10550163822561842
Battles of Prince of Persia,0.10334487635198641
The Clique: Diss and Make Up,0.06922234432370722
Mobil 1 Rally Championship,0.05911724171926913
USA Today Crossword Challenge,0.08110424139747252
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,0.046095431550496
Turok: Evolution,0.06900504603255442
Charm Girls Club: My Perfect Prom,0.07780772304604255
Marvel Trading Card Game,0.07548623188913162
Rugrats: Totally Angelica,0.04298387463931341
Nightshade,0.02332600706674448
Brunswick Pro Bowling,0.08668582833256444
CSI: Crime Scene Investigation,0.131582538030262
Wipeout 2,0.0766251707078407
LEGO Batman 2: DC Super Heroes,0.10893145229159629
Ultimate Puzzle Games: Sudoku Edition,0.06683297388330622
Buffy the Vampire Slayer: Chaos Bleeds,0.06645191842206088
Onechanbara: Bikini Zombie Slayers,0.11879802891038516
Hanagumi Taisen Columns,0.034001045464247426
Tropico 5,0.0840743686460037
Tales of Destiny 2,0.07430812982848778
